;RMS_(µV);rms_sec_(µV/s);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_1_(µV);rms_2_(µV);rms_3_(µV);rms_4_(µV);emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;;;;;;;;;;;-1246;6432;-2196;2427
;;;;;;;;;;;-433;5796;1823;905
;;;;;;;;;;;-2368;6508;3812;3241
;;;;;;;;;;;-1872;4738;-1094;2007
;;;;;;;;;;;-605;3179;734;-1775
;;;;;;;;;;;3013;3.95;-1119;-0.12
;;;;;;;;;;;0.93;2508;939;-342
;;;;;;;;;;;-1201;-5712;-1328;772
;;;;;;;;;;;2274;-4744;-4879;4372
;;;;;;;;;;;-2294;-2711;-1592;-1342
;;;;;;;;;;;-2651;-9254;-1495;-3137
;;;;;;;;;;;2.7;-5629;-1742;2898
;;;;;;;;;;;-1449;-4657;-1365;1646
;;;;;;;;;;;-1704;-5458;-1676;-1813
;;;;;;;;;;;-0.2;97;-4.53;-2867
;;;;;;;;;;;-3268;3696;1666;-88
;;;;;;;;;;;-1942;8.34;4481;-1265
;;;;;;;;;;;-1999;6268;-1061;-1219
;;;;;;;;;;;-547;1728;1185;3.43
;;;;;;;;;;;-908;5323;2331;879
;;;;;;;;;;;-2248;7887;1062;2009
;;;;;;;;;;;112;1.02;-3583;26
;;;;;;;;;;;-969;1974;-2039;-2482
;;;;;;;;;;;-1939;5938;-298;-694
;;;;;;;;;;;-5.96;5243;-2014;-849
;;;;;;;;;;;-3972;8037;3001;1765
;;;;;;;;;;;1297;2079;1123;-2289
;;;;;;;;;;;134;1315;134;1117
;;;;;;;;;;;2408;1628;-1781;2559
;;;;;;;;;;;1129;-4995;3296;-2826
;;;;;;;;;;;481;-2212;7858;1516
;;;;;;;;;;;2129;-4845;81;2103
;;;;;;;;;;;1643;-9313;5462;3837
;;;;;;;;;;;6288;-7618;2839;544
;;;;;;;;;;;5849;-7203;125;-2946
;;;;;;;;;;;-1716;-4254;2545;-1172
;;;;;;;;;;;777;-4929;-2261;-628
;;;;;;;;;;;5825;-7244;2534;255
;;;;;;;;;;;1853;-8461;1159;-4819
;;;;;;;;;;;1.16;-4423;-3208;-4288
;;;;;;;;;;;-58;783;-1977;-3283
;;;;;;;;;;;-425;-1978;-2431;-2544
;;;;;;;;;;;1.31;-4918;-2289;1002
;;;;;;;;;;;978;-5918;1564;2.23
;;;;;;;;;;;2931;5;488;2061
;;;;;;;;;;;-0.79;8679;-3811;-2473
;;;;;;;;;;;-1412;5607;-2625;-3033
;;;;;;;;;;;-2542;8307;-3367;-1387
;;;;;;;;;;;-2649;2786;-5338;1148
;;;;;;;;;;;2036;5482;-6372;2416
;;;;;;;;;;;-944;5699;-1546;2.23
;;;;;;;;;;;743;166;-376;2868
;;;;;;;;;;;565;-873;2414;102
;;;;;;;;;;;-3371;1345;5626;76
;;;;;;;;;;;-1126;4912;-2905;822
;;;;;;;;;;;1.86;2.55;-0.48;3338
;;;;;;;;;;;0.29;4871;845;4345
;;;;;;;;;;;-2.2;3544;-151;368
;;;;;;;;;;;-1197;-853;1361;1433
;;;;;;;;;;;-3358;1161;-2642;397
;;;;;;;;;;;-2455;-3.05;1785;-1752
;;;;;;;;;;;-1623;-7.62;1237;334
;;;;;;;;;;;-3528;-4952;-914;971
;;;;;;;;;;;11;-1109;-826;145
;;;;;;;;;;;1632;5528;-566;-2653
;;;;;;;;;;;-1417;5487;3464;-231
;;;;;;;;;;;-2466;3545;-196;-235
;;;;;;;;;;;-2734;6.15;1718;-3941
;;;;;;;;;;;-3572;4.35;323;-944
;;;;;;;;;;;2252;884;-64;-1.77
;;;;;;;;;;;4476;-7423;7305;-1709
;;;;;;;;;;;1214;-4316;4.13;184
;;;;;;;;;;;3.27;-835;5438;473
;;;;;;;;;;;256;-6.62;5054;-1042
;;;;;;;;;;;-968;-3384;3876;-3724
;;;;;;;;;;;2405;-3149;2835;807
;;;;;;;;;;;-2018;-5754;-3735;1039
;;;;;;;;;;;1464;-6235;-2343;-395
;;;;;;;;;;;6318;1188;873;2491
;;;;;;;;;;;3567;2745;1945;1462
;;;;;;;;;;;2505;1835;-3925;728
;;;;;;;;;;;-3557;5554;-5859;146
;;;;;;;;;;;-1214;-936;-2702;-1071
;;;;;;;;;;;1.73;2339;-7.42;1749
;;;;;;;;;;;-1.87;2061;-4576;3326
;;;;;;;;;;;-2018;-766;193;0.09
;;;;;;;;;;;-2605;-1364;-3291;-1438
;;;;;;;;;;;585;-6956;-1596;-1729
;;;;;;;;;;;-3356;-1819;-1.88;7
;;;;;;;;;;;163;-7084;-3589;2506
;;;;;;;;;;;5287;-8457;2692;1466
;;;;;;;;;;;-417;-1111;0.43;562
;;;;;;;;;;;1956;-2.84;-2008;-0.18
;;;;;;;;;;;1789;1841;1.36;1733
;;;;;;;;;;;2057;2682;2319;1199
;;;;;;;;;;;683;-1.23;2417;-3171
;;;;;;;;;;;-743;-1094;163;-565
;;;;;;;;;;;-0.43;-1104;572;1278
;;;;;;;;;;;-582;1336;-2.32;0.67
;;;;;;;;;;;1787;5208;-1173;-275
;;;;;;;;;;;-784;7051;1142;-4321
;;;;;;;;;;;1326;11443;97;-1671
;;;;;;;;;;;-1.43;10035;4555;2965
;;;;;;;;;;;-4936;5232;1147;128
;;;;;;;;;;;-2.41;7258;1877;-5.08
;;;;;;;;;;;-1809;2;4.97;-4185
;;;;;;;;;;;-446;1718;2377;-659
;;;;;;;;;;;-1829;1895;5396;-2.38
;;;;;;;;;;;1564;-6762;2969;-2.15
;;;;;;;;;;;1008;-4126;2429;2425
;;;;;;;;;;;-2451;106;3642;2.79
;;;;;;;;;;;498;-553;2235;1008
;;;;;;;;;;;-186;-2.38;1284;1825
;;;;;;;;;;;-268;-5846;-4358;-408
;;;;;;;;;;;-909;-4959;-4.21;-2049
;;;;;;;;;;;-1.25;1424;-4888;1359
;;;;;;;;;;;1488;1713;-3792;3.37
;;;;;;;;;;;678;-451;-2228;3341
;;;;;;;;;;;791;2377;-3801;2596
;;;;;;;;;;;2503;-2391;-2379;-0.54
;;;;;;;;;;;3084;-5966;-4304;-1345
;;;;;;;;;;;1229;-1401;807;-1046
;;;;;;;;;;;-936;-1.78;-2098;-2279
;;;;;;;;;;;-3;-3636;-5168;1748
;;;;;;;;;;;1001;-3614;13;2964
;;;;;;;;;;;1906;-5948;-5179;1545
;;;;;;;;;;;-0.32;-2368;-3851;2207
;;;;;;;;;;;-2304;992;593;1266
;;;;;;;;;;;-1762;1821;-1249;-1364
;;;;;;;;;;;-384;4954;-3239;-2262
;;;;;;;;;;;2902;-366;1.61;1496
;;;;;;;;;;;1466;-211;5034;206
;;;;;;;;;;;-1.67;6.46;1466;1449
;;;;;;;;;;;-2929;6967;1028;-445
;;;;;;;;;;;-3151;6975;1.2;-4749
;;;;;;;;;;;-1.24;4841;3404;2069
;;;;;;;;;;;-1.55;1254;6853;4316
;;;;;;;;;;;-2.68;-521;2994;4715
;;;;;;;;;;;52;4729;-18;938
;;;;;;;;;;;1997;6223;5872;-1813
;;;;;;;;;;;-1412;-4126;2278;601
;;;;;;;;;;;-2.6;-2643;-458;-2262
;;;;;;;;;;;235;2387;4707;-2739
;;;;;;;;;;;1979;-2501;5348;-2876
;;;;;;;;;;;1933;2725;4.33;185
;;;;;;;;;;;352;3587;-1415;-555
;;;;;;;;;;;596;-6.2;1.12;-6087
;;;;;;;;;;;4.86;-5884;879;-1.34
;;;;;;;;;;;5412;-5935;-2029;-0.14
;;;;;;;;;;;181;-6267;105;-8158
;;;;;;;;;;;914;-5701;-2269;-6708
;;;;;;;;;;;1784;-9.84;-506;-2433
;;;;;;;;;;;2412;-8573;-5884;-7377
;;;;;;;;;;;3567;-7304;-7105;-5671
;;;;;;;;;;;656;-8426;-3607;975
;;;;;;;;;;;2.42;-7784;-7529;534
;;;;;;;;;;;-1197;-2.24;-4.52;0.02
;;;;;;;;;;;-1795;1149;1101;3744
;;;;;;;;;;;97;708;3828;5321
;;;;;;;;;;;-3106;10343;3265;6888
;;;;;;;;;;;-1.46;12753;3021;7817
;;;;;;;;;;;-4698;7487;5107;3703
;;;;;;;;;;;-2752;9367;2224;4522
;;;;;;;;;;;-0.38;7907;-2502;6474
;;;;;;;;;;;-3887;2974;1286;4661
;;;;;;;;;;;-2296;2307;2142;6042
;;;;;;;;;;;-1974;5968;48;5054
;;;;;;;;;;;-1021;2961;722;-528
;;;;;;;;;;;-247;-83;-1577;-615
;;;;;;;;;;;-2581;3704;-0.57;2312
;;;;;;;;;;;-1846;3297;-3524;2875
;;;;;;;;;;;2275;1442;-1834;-691
;;;;;;;;;;;2518;-2339;557;-3047
;;;;;;;;;;;1152;-793;-3256;-265
;;;;;;;;;;;688;1486;-1413;-2997
;;;;;;;;;;;51;-3042;-1894;-5728
;;;;;;;;;;;-992;2.45;-3142;-6086
;;;;;;;;;;;-1185;844;-6975;-4957
;;;;;;;;;;;706;-2.59;-4654;-5971
;;;;;;;;;;;438;4736;131;-7394
;;;;;;;;;;;-315;-1407;-3009;-2498
;;;;;;;;;;;1869;-3664;-1884;-3929
;;;;;;;;;;;2029;-196;1654;-4868
;;;;;;;;;;;-2.9;-2853;2541;-3768
;;;;;;;;;;;1415;1036;0.06;-3963
;;;;;;;;;;;4806;967;4224;2476
;;;;;;;;;;;713;-3875;7686;9249
;;;;;;;;;;;562;-7611;3092;5767
;;;;;;;;;;;-3287;-8811;3164;3808
;;;;;;;;;;;-172;-7033;5177;9323
;;;;;;;;;;;4797;-7668;2045;7327
;;;;;;;;;;;2.53;-3433;1163;6999
;;;;;;;;;;;474;-3.56;4412;4481
;;;;;;;;;;;2349;-6023;285;1755
;;;;;;;;;;;5441;404;-2077;7744
;;;;;;;;;;;-874;627;-3508;5726
;;;;;;;;;;;-1735;1084;-5238;-1177
;;;;;;;;;;;-1074;4293;-845;-2747
;;;;;;;;;;;-5639;4.55;-2131;-3729
;;;;;;;;;;;-1352;5064;-861;-11.37
;;;;;;;;;;;-141;4596;7167;-12238
;;;;;;;;;;;-1708;2968;8753;-7751
;;;;;;;;;;;-657;-1811;1.12;-5238
;;;;;;;;;;;-2142;-2076;-2862;-1009
;;;;;;;;;;;-1.07;872;-1751;-4331
;;;;;;;;;;;431;5131;-1.98;-3387
;;;;;;;;;;;1651;3639;1686;-275
;;;;;;;;;;;2958;-235;-1022;-2576
;;;;;;;;;;;1292;3604;-3938;-5318
;;;;;;;;;;;-696;3239;-67;-7828
;;;;;;;;;;;889;6986;-3255;-4031
;;;;;;;;;;;1783;6338;-2253;-3731
;;;;;;;;;;;-2647;-1689;626;-2588
;;;;;;;;;;;-1953;-29;-1481;563
;;;;;;;;;;;-52;5105;1503;-1062
;;;;;;;;;;;-2726;5843;2223;2069
;;;;;;;;;;;-528;-481;2372;6641
;;;;;;;;;;;2503;-549;2712;6971
;;;;;;;;;;;-992;-67;48;5141
;;;;;;;;;;;-4717;-6868;14;5971
;;;;;;;;;;;-1498;-5977;585;6828
;;;;;;;;;;;308;-3891;3365;8151
;;;;;;;;;;;932;-5894;7011;8736
;;;;;;;;;;;2299;-3948;6.57;10266
;;;;;;;;;;;41;187;3947;14.01
;;;;;;;;;;;1347;-3969;3401;12208
;;;;;;;;;;;5008;-9273;666;13378
;;;;;;;;;;;3628;-3.96;-3137;13971
;;;;;;;;;;;479;-3494;-5876;12833
;;;;;;;;;;;-159;-3929;-9989;9478
;;;;;;;;;;;-1112;-933;-6456;9082
;;;;;;;;;;;-921;-3876;-4.8;11119
;;;;;;;;;;;-2663;4565;-7284;-13442
;;;;;;;;;;;-4981;5445;-9007;-33419
;;;;;;;;;;;-4001;-2.39;-14574;-30201
;;;;;;;;;;;-146;5569;-13287;-31.9
;;;;;;;;;;;4195;2862;-6793;-31.97
;;;;;;;;;;;1269;-504;3949;-27516
;;;;;;;;;;;339;5063;9965;-15675
;;;;;;;;;;;-602;5543;5786;-1877
;;;;;;;;;;;-3424;4363;5014;202
;;;;;;;;;;;-2459;2046;1471;1892
;;;;;;;;;;;-1155;3918;-34;3333
;;;;;;;;;;;-1008;4382;3365;2228
;;;;;;;;;;;-2244;6743;7185;2941
;;;;;;;;;;;795;6523;8.44;2193
;;;;;;;;;;;-582;3433;8.29;11337
;;;;;;;;;;;-136;5576;13611;26402
;;;;;;;;;;;3905;3036;6514;28535
;;;;;;;;;;;-829;-1392;3407;22538
;;;;;;;;;;;2114;-3769;5132;17.65
;;;;;;;;;;;4731;-2055;-3805;15193
;;;;;;;;;;;333;-4621;-1858;6456
;;;;;;;;;;;4099;-8831;-4955;-1822
;;;;;;;;;;;4833;-5525;-8297;4274
;;;;;;;;;;;3305;-6498;-6066;5.32
;;;;;;;;;;;3399;-9389;-11231;-1127
;;;;;;;;;;;-822;-7.5;-10012;-0.29
;;;;;;;;;;;-0.85;-6872;-7744;-12781
;;;;;;;;;;;916;-5719;-7397;-33971
;;;;;;;;;;;-1803;-4127;-10252;-33757
;;;;;;;;;;;-655;-4148;-10452;-27905
;;;;;;;;;;;3489;1808;-0.33;-27.16
;;;;;;;;;;;749;3.57;5434;-21941
;;;;;;;;;;;2533;1501;6634;-14574
;;;;;;;;;;;2204;2294;6365;-6694
;;;;;;;;;;;-4838;3987;7569;913
;;;;;;;;;;;-2.35;1444;10726;8703
;;;;;;;;;;;-228;-3.12;8644;13195
;;;;;;;;;;;-626;4119;9166;11969
;;;;;;;;;;;-5107;1825;9884;10077
;;;;;;;;;;;-5081;924;4616;12299
;;;;;;;;;;;-843;6767;2083;13243
;;;;;;;;;;;-3581;0.83;6154;12704
;;;;;;;;;;;-2677;2738;6761;13579
;;;;;;;;;;;-2381;6712;4442;13139
;;;;;;;;;;;1738;5253;8439;11129
;;;;;;;;;;;1.64;3146;5.6;7467
;;;;;;;;;;;-3062;1939;0.79;8916
;;;;;;;;;;;-616;-513;422;8071
;;;;;;;;;;;-1805;1.84;-1005;9885
;;;;;;;;;;;-2873;5152;1239;15037
;;;;;;;;;;;-3771;-1404;2898;10836
;;;;;;;;;;;-2013;1804;4936;12988
;;;;;;;;;;;322;7486;133;11715
;;;;;;;;;;;-1161;4829;-7067;4901
;;;;;;;;;;;-1727;3917;-6198;3.33
;;;;;;;;;;;-3454;4869;-4135;-3239
;;;;;;;;;;;-3676;6466;-3728;-17342
;;;;;;;;;;;329;4825;-14059;-30047
;;;;;;;;;;;6793;-3203;-23202;-25684
;;;;;;;;;;;7183;-4675;-21466;-20192
;;;;;;;;;;;4987;-6568;-21543;-18698
;;;;;;;;;;;4936;-17508;-17065;-13663
;;;;;;;;;;;6175;-16;-11069;-14966
;;;;;;;;;;;6031;-18181;-9991;-13492
;;;;;;;;;;;4118;-19362;-7168;-11491
;;;;;;;;;;;7438;-12658;-6.27;-7348
;;;;;;;;;;;4986;-13759;-589;-2158
;;;;;;;;;;;-146;-6.95;3.46;-4447
;;;;;;;;;;;-331;758;5661;714
;;;;;;;;;;;-1503;8155;16208;4.48
;;;;;;;;;;;656;8937;17896;3259
;;;;;;;;;;;3169;7867;19668;10267
;;;;;;;;;;;-4.21;11018;14815;20865
;;;;;;;;;;;-7.81;7379;7647;22186
;;;;;;;;;;;-2563;10271;8961;13593
;;;;;;;;;;;-3.68;9694;1716;9435
;;;;;;;;;;;-3.73;9801;6.58;3144
;;;;;;;;;;;-2771;8755;2065;-394
;;;;;;;;;;;-1783;3.33;-4.72;2043
;;;;;;;;;;;-1.77;4756;5921;1824
;;;;;;;;;;;-73;3017;-0.47;1.23
;;;;;;;;;;;2621;4005;-4937;679
;;;;;;;;;;;-1863;-441;826;3832
;;;;;;;;;;;1247;-5774;3395;-3698
;;;;;;;;;;;2.08;-3921;-699;-8721
;;;;;;;;;;;-2936;-3103;-3082;-4908
;;;;;;;;;;;-3.43;1901;1359;-5831
;;;;;;;;;;;-969;2708;17;-2709
;;;;;;;;;;;363;-1378;-2002;-2993
;;;;;;;;;;;706;-6827;189;-3139
;;;;;;;;;;;1.4;-10691;1.62;-3254
;;;;;;;;;;;-1152;-13217;456;-3164
;;;;;;;;;;;-245;-13769;2904;-295
;;;;;;;;;;;-341;-7204;906;157
;;;;;;;;;;;1454;-4482;-1468;-84
;;;;;;;;;;;298;-1108;1711;549
;;;;;;;;;;;-3007;1797;513;6717
;;;;;;;;;;;-1999;1944;-56;7233
;;;;;;;;;;;1503;5095;-629;4694
;;;;;;;;;;;5301;4997;1795;4926
;;;;;;;;;;;-3574;8465;4217;2943
;;;;;;;;;;;-2406;11148;1003;-0.06
;;;;;;;;;;;351;8743;2753;1316
;;;;;;;;;;;-3757;8161;3.5;4693
;;;;;;;;;;;1238;11968;-1847;-259
;;;;;;;;;;;999;8402;-219;718
;;;;;;;;;;;-669;-388;-223;1342
;;;;;;;;;;;-0.6;5687;-1.18;-2.88
;;;;;;;;;;;881;5565;1558;0.1
;;;;;;;;;;;-2385;2958;-2619;-123
;;;;;;;;;;;-3416;2255;-2684;-775
;;;;;;;;;;;1938;-3029;-1457;-379
;;;;;;;;;;;1669;-0.98;-802;-1219
;;;;;;;;;;;3295;-9284;-621;-628
;;;;;;;;;;;3697;-10308;-2266;-1246
;;;;;;;;;;;4.85;-9598;-2985;-849
;;;;;;;;;;;5696;-16614;-7275;-933
;;;;;;;;;;;3514;-9998;-8407;-4.05
;;;;;;;;;;;1524;-13859;-12806;-6543
;;;;;;;;;;;-763;-16562;-13789;-7056
;;;;;;;;;;;426;-11285;-9.53;-5884
;;;;;;;;;;;-1856;-4.69;-9989;-6.69
;;;;;;;;;;;-3793;12727;-3405;-8288
;;;;;;;;;;;-2822;16333;2887;-2879
;;;;;;;;;;;1092;9028;-378;1.58
;;;;;;;;;;;5602;3409;-2917;-1761
;;;;;;;;;;;5778;-3876;-3381;-887
;;;;;;;;;;;4932;-3422;-2755;2774
;;;;;;;;;;;1047;1717;-38;2852
;;;;;;;;;;;1204;2057;416;1381
;;;;;;;;;;;-682;1191;3.47;-2445
;;;;;;;;;;;377;1432;6784;3124
;;;;;;;;;;;3819;716;10148;8005
;;;;;;;;;;;-802;888;16549;7843
;;;;;;;;;;;-749;326;16853;9696
;;;;;;;;;;;-5467;3507;11372;6237
;;;;;;;;;;;-8283;3131;8212;8754
;;;;;;;;;;;-4283;-6089;6643;4541
;;;;;;;;;;;-0.49;-3171;2.81;1916
;;;;;;;;;;;-143;2901;5303;6031
;;;;;;;;;;;-5241;-152;3922;-1834
;;;;;;;;;;;-5218;-254;985;-1421
;;;;;;;;;;;-7204;9058;2.51;398
;;;;;;;;;;;-7.19;15234;-337;-2376
;;;;;;;;;;;-9358;5978;1725;-658
;;;;;;;;;;;-9.25;6236;-1791;
;;;;;;;;;;;-5363;9097;-1624;-1849
;;;;;;;;;;;-5367;3433;2.88;-3691
;;;;;;;;;;;4.92;6131;-1639;-6151
;;;;;;;;;;;4449;3677;-1544;-10528
;;;;;;;;;;;3035;3201;-4756;-7.35
;;;;;;;;;;;8015;3882;-5706;-5216
;;;;;;;;;;;4264;214;1126;-5453
;;;;;;;;;;;5516;994;-0.36;-93
;;;;;;;;;;;2359;-2915;-5638;2.57
;;;;;;;;;;;3226;-1934;-4046;1751
;;;;;;;;;;;6543;-3111;-3532;1295
;;;;;;;;;;;4241;-8069;-7667;3364
;;;;;;;;;;;7646;-9544;-4838;-55
;;;;;;;;;;;2371;-14.45;-2155;-1459
;;;;;;;;;;;-415;-12925;-3347;1604
;;;;;;;;;;;3739;-11896;18;-435
;;;;;;;;;;;868;-10174;-2067;3158
;;;;;;;;;;;2165;-9602;-4378;3391
;;;;;;;;;;;2294;-13652;-931;1433
;;;;;;;;;;;683;-7.49;-65;877
;;;;;;;;;;;816;-4928;87;-607
;;;;;;;;;;;-747;-5497;-2455;4406
;;;;;;;;;;;2583;-2452;-2132;3139
;;;;;;;;;;;4026;-508;826;1.66
;;;;;;;;;;;1376;6125;1547;411
;;;;;;;;;;;-337;10599;0.67;-1.3
;;;;;;;;;;;154;11603;-1.29;545
;;;;;;;;;;;-1451;9434;3354;-1.49
;;;;;;;;;;;-1.2;4752;4683;0.53
;;;;;;;;;;;718;5323;2.81;1078
;;;;;;;;;;;-5.81;10198;4076;332
;;;;;;;;;;;-6195;10636;-913;-2726
;;;;;;;;;;;-4389;6.44;-3079;-3241
;;;;;;;;;;;-3.87;3842;-1625;2632
;;;;;;;;;;;0.11;-0.28;-1339;-1062
;;;;;;;;;;;-1705;6436;689;-1203
;;;;;;;;;;;-4509;8604;156;685
;;;;;;;;;;;-5956;-88;-0.15;-1909
;;;;;;;;;;;-2835;2352;-1532;-998
;;;;;;;;;;;-1222;-3375;-1133;-2621
;;;;;;;;;;;-1087;-3.74;3001;-2.91
;;;;;;;;;;;0.28;-3279;3811;-3416
;;;;;;;;;;;-2.44;-9851;1597;-4919
;;;;;;;;;;;-1346;-2.73;-0.75;-1281
;;;;;;;;;;;-803;-3794;0.5;-752
;;;;;;;;;;;0.11;-4796;599;-2414
;;;;;;;;;;;756;-911;-287;458
;;;;;;;;;;;-1504;2646;1798;2391
;;;;;;;;;;;2289;8.23;2238;1862
;;;;;;;;;;;3023;6996;2998;0.83
;;;;;;;;;;;783;2313;1802;425
;;;;;;;;;;;1373;1842;-1792;2.17
;;;;;;;;;;;-636;6076;-1735;2306
;;;;;;;;;;;-293;-609;-3178;0.32
;;;;;;;;;;;1146;-5166;-2354;-1757
;;;;;;;;;;;1122;-3361;2039;-1551
;;;;;;;;;;;3066;-7002;2931;477
;;;;;;;;;;;5661;-9314;1594;-257
;;;;;;;;;;;5101;-8914;1811;2765
;;;;;;;;;;;1.09;-2915;4645;4318
;;;;;;;;;;;1033;1224;549;1934
;;;;;;;;;;;-177;517;-1301;3016
;;;;;;;;;;;0.01;-1267;2409;1.02
;;;;;;;;;;;1.94;-2.13;1985;1992
;;;;;;;;;;;1993;-956;1421;3126
;;;;;;;;;;;4365;-1739;2003;1164
;;;;;;;;;;;-2198;-817;3838;2171
;;;;;;;;;;;-2246;4644;1754;3504
;;;;;;;;;;;-109;5406;397;4364
;;;;;;;;;;;-2687;1545;-1789;2786
;;;;;;;;;;;2251;2383;-2878;3543
;;;;;;;;;;;-3245;4337;-2354;2082
;;;;;;;;;;;-4309;5486;-9214;2716
;;;;;;;;;;;-844;3856;-5994;4497
;;;;;;;;;;;-1427;2335;-3324;-1269
;;;;;;;;;;;1543;3298;-6507;802
;;;;;;;;;;;-1574;2072;-627;803
;;;;;;;;;;;952;2781;-3887;-5989
;;;;;;;;;;;1273;1571;-7281;-12.56
;;;;;;;;;;;-2571;-3.78;-1208;-19055
;;;;;;;;;;;3986;-5308;-1738;-16677
;;;;;;;;;;;0.18;-4064;-1548;-10768
;;;;;;;;;;;-5741;-6176;642;-5381
;;;;;;;;;;;2984;-7338;1231;-2657
;;;;;;;;;;;9062;-7072;2986;-265
;;;;;;;;;;;8819;-10577;948;2276
;;;;;;;;;;;2312;-14021;2281;4747
;;;;;;;;;;;2189;-13833;6806;7.19
;;;;;;;;;;;4849;-5375;4741;3453
;;;;;;;;;;;-4657;1334;3394;2.89
;;;;;;;;;;;-4872;486;4275;2036
;;;;;;;;;;;-2448;7219;-82;1655
;;;;;;;;;;;-5409;9774;-2134;3656
;;;;;;;;;;;-9516;6.91;2508;3436
;;;;;;;;;;;-9211;10195;943;5311
;;;;;;;;;;;-4191;9691;-1143;2074
;;;;;;;;;;;-10199;10925;-1879;3931
;;;;;;;;;;;-7978;9525;-4827;3786
;;;;;;;;;;;-2.16;2597;1631;-524
;;;;;;;;;;;574;407;3897;2491
;;;;;;;;;;;5836;439;2087;-1909
;;;;;;;;;;;2868;922;591;-1801
;;;;;;;;;;;4709;1253;-686;-155
;;;;;;;;;;;4993;1869;3857;68
;;;;;;;;;;;671;-1.15;2458;1782
;;;;;;;;;;;839;0.1;1385;-4302
;;;;;;;;;;;-165;5578;-719;-2169
;;;;;;;;;;;-245;4705;-3911;0.47
;;;;;;;;;;;2115;6.12;-785;266
;;;;;;;;;;;1861;6296;3095;2178
;;;;;;;;;;;1296;3.61;-587;-273
;;;;;;;;;;;4148;4737;-2435;-2096
;;;;;;;;;;;3535;4229;3083;-849
;;;;;;;;;;;3527;2997;-2115;74
;;;;;;;;;;;2737;1837;-2138;-1532
;;;;;;;;;;;-0.07;-5169;1091;-525
;;;;;;;;;;;2072;-12799;-1084;-2284
;;;;;;;;;;;2513;-10585;-1817;-902
;;;;;;;;;;;1599;-8.92;-3252;3162
;;;;;;;;;;;2002;-13266;1.67;-1184
;;;;;;;;;;;4398;-11.19;423;-3551
;;;;;;;;;;;4563;-10096;-3774;-1454
;;;;;;;;;;;1192;-16607;-2367;-857
;;;;;;;;;;;997;-19445;208;-1696
;;;;;;;;;;;1153;-12948;838;1926
;;;;;;;;;;;562;-10432;-1978;1277
;;;;;;;;;;;-1919;-9502;1009;1574
;;;;;;;;;;;-2885;1636;4852;4514
;;;;;;;;;;;-4982;6047;1386;1049
;;;;;;;;;;;-9332;10633;-967;1.89
;;;;;;;;;;;-5005;12223;-1052;371
;;;;;;;;;;;-3366;4253;-964;-567
;;;;;;;;;;;-2048;9098;-223;-279
;;;;;;;;;;;-328;10224;-4226;-45
;;;;;;;;;;;-5387;8996;-2481;-642
;;;;;;;;;;;-3295;13251;-1277;-2976
;;;;;;;;;;;-5763;11891;-1921;-519
;;;;;;;;;;;-6177;10345;1.97;-277
;;;;;;;;;;;3074;5.48;-1801;3.18
;;;;;;;;;;;3226;4592;-524;1968
;;;;;;;;;;;2773;5235;4.02;1.02
;;;;;;;;;;;214;2058;3484;4012
;;;;;;;;;;;-3521;2069;3404;1.91
;;;;;;;;;;;157;2611;1448;3083
;;;;;;;;;;;-414;2273;-279;-613
;;;;;;;;;;;16;-4;2299;-3667
;;;;;;;;;;;2827;-3332;2508;-564
;;;;;;;;;;;-137;-2724;-374;-782
;;;;;;;;;;;3064;578;-3421;-1026
;;;;;;;;;;;5944;-2386;-3607;-0.65
;;;;;;;;;;;3303;-4618;412;-4946
;;;;;;;;;;;6036;-4993;-1145;-3447
;;;;;;;;;;;6574;-6809;1491;181
;;;;;;;;;;;3253;-4247;1156;-3215
;;;;;;;;;;;578;-3068;-543;-842
;;;;;;;;;;;646;-6248;3675;-98
;;;;;;;;;;;756;-8805;3179;-1744
;;;;;;;;;;;-1849;-8011;3623;-311
;;;;;;;;;;;-2049;-5433;157;-2478
;;;;;;;;;;;-1.22;-532;1.06;-3851
;;;;;;;;;;;1446;-1942;2.76;45
;;;;;;;;;;;2495;-5647;-1119;4694
;;;;;;;;;;;-1053;-4223;-1.05;-0.33
;;;;;;;;;;;-3022;1.01;-172;-2338
;;;;;;;;;;;-3402;188;-1694;2546
;;;;;;;;;;;-2374;-5.25;-2.59;-271
;;;;;;;;;;;-2.55;5069;-1968;-601
;;;;;;;;;;;-1694;9599;-2423;1766
;;;;;;;;;;;1461;7029;1317;2.44
;;;;;;;;;;;-944;2867;321;3923
;;;;;;;;;;;-657;2544;-4235;2311
;;;;;;;;;;;-76;8826;-3.41;191
;;;;;;;;;;;-2802;3549;-3472;1997
;;;;;;;;;;;-2141;6.19;-4.1;2.96
;;;;;;;;;;;-4988;6842;249;1.48
;;;;;;;;;;;-4091;4154;1603;2982
;;;;;;;;;;;-1004;3346;-2515;845
;;;;;;;;;;;144;2455;-1519;-2944
;;;;;;;;;;;3078;8746;479;-2817
;;;;;;;;;;;1242;3854;1919;385
;;;;;;;;;;;1166;1779;0.11;2986
;;;;;;;;;;;2245;1969;-548;0.49
;;;;;;;;;;;-594;-2.01;-318;-3159
;;;;;;;;;;;107;-3305;88;-2.71
;;;;;;;;;;;3881;-5632;2508;291
;;;;;;;;;;;4146;-2775;579;-3012
