name_muscle;angles_1;angles_2;emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;173.86;172.11;0.351;1.507;-2.425;-0.467
;173.86;172.11;0.309;-2.884;-5.25;1.281
;173.86;172.11;0.957;-0.869;-2.48;3.286
;173.86;172.11;0.407;3.616;0.544;1.676
;173.87;172.12;-1.674;-0.533;-2.434;1.383
;173.87;172.12;-2.349;1.298;-3.046;-1.481
;173.87;172.12;-4.52;-6.656;-2.311;-0.149
;173.87;172.11;1.257;-6.917;-0.55;4.332
;173.87;172.11;1.71;-0.508;-2.155;4.574
;173.87;172.11;-1.215;-2.862;-4.186;0.97
;173.87;172.11;1.773;-0.24;-5.084;2.926
;173.87;172.1;-0.696;-5.246;-1.562;-2.036
;173.87;172.1;-1.125;0.472;1.165;-17.629
;173.87;172.09;-3.446;7.426;-7.964;-16.851
;173.87;172.08;-0.785;4.644;-8.09;-17.109
;173.88;172.08;5.919;7.617;-7.897;-15.857
;173.88;172.07;-0.338;8.983;-8.299;-7.631
;173.88;172.06;-3.3;4.788;7.939;-2.387
;173.88;172.05;0.117;-2.111;9.769;1.861
;173.88;172.04;-0.233;2.175;2.574;1.742
;173.88;172.03;0.488;5.105;6.224;11.591
;173.88;172.02;-0.187;2.874;6.613;17.917
;173.88;172.01;0.707;2.951;2.801;18.537
;173.88;171.99;3.038;-2.425;7.515;18.451
;173.88;171.98;-2.317;-2.342;11.998;10.298
;173.88;171.97;-2.88;1.561;8.167;6.522
;173.87;171.96;0.691;-1.485;9.282;5.185
;173.87;171.94;-2.618;-3.696;8.493;6.854
;173.87;171.93;0.593;-0.629;6.901;6.14
;173.87;171.92;3.727;0.261;8.548;4.121
;173.87;171.9;-2.501;0.178;7.738;6.904
;173.87;171.89;0.674;-1.915;5.389;7.594
;173.87;171.88;0.729;-5.295;2.323;10.456
;173.87;171.86;-2.592;-4.02;2.229;5
;173.86;171.85;1.07;-4.798;-0.311;7.472
;173.86;171.83;-2.944;-6.035;-3.948;11.736
;173.86;171.82;1.497;-4.498;-3.347;-20.543
;173.86;171.81;2.867;-1.829;-3.941;-46.126
;173.86;171.8;1.811;1.798;-6.793;-45.802
;173.86;171.79;5.828;2.384;-7.087;-42.598
;173.86;171.77;-1.238;-1.233;-7.496;-31.198
;173.85;171.76;-0.098;-2.696;-10.449;-2.498
;173.85;171.75;-1.511;1.868;-11.497;29.59
;173.85;171.74;-2.68;1.338;-11.081;37.136
;173.85;171.73;-1.909;-1.139;-12.533;28.909
;173.85;171.73;-5.218;-0.963;-12.135;14.809
;173.85;171.72;0.887;-4.022;-13.618;6.684
;173.85;171.72;1.31;-0.43;-16.666;1.476
;173.84;171.72;0.875;2.538;-8.602;-9.528
;173.84;171.71;1.453;2.869;-6.094;-11.902
;173.84;171.71;1.113;3.224;-9.859;-13.652
;173.84;171.71;1.462;-0.318;-4.854;-12.908
;173.84;171.71;1.451;4.174;1.004;-14.868
;173.84;171.71;1.506;5.486;8.764;-16.941
;173.84;171.71;-1.352;2.183;14.751;-6.871
;173.83;171.72;1.709;2.004;16.383;0.558
;173.83;171.72;1.861;0.113;16.086;4.338
;173.83;171.72;-0.999;1.774;11.853;5.717
;173.83;171.73;-1.173;3.912;8.253;6.535
;173.83;171.74;-0.565;1.894;7.426;7.826
;173.83;171.74;-1.104;1.141;3.739;8.953
;173.83;171.75;-3.276;2.426;3.049;13.15
;173.83;171.76;-0.906;1.034;5.759;11.545
;173.82;171.77;0.02;0.219;4.87;6.423
;173.82;171.78;2.522;0.639;5.119;8.108
;173.82;171.79;3.179;-1.837;0.667;6.185
;173.82;171.8;-0.112;-5.982;-1.336;1.708
;173.82;171.82;0.124;-3.992;2.904;3.204
;173.82;171.83;0.328;-3.213;4.715;1.625
;173.82;171.84;0.159;-3.386;2.505;0.473
;173.82;171.86;-2.379;2.952;-1.477;-1.265
;173.82;171.87;-2.837;2.957;-0.46;0.912
;173.81;171.89;-2.09;0.215;-1.481;5.462
;173.81;171.9;0.346;-3.366;0.094;1.304
;173.81;171.92;4.293;-2.327;1.707;0.303
;173.81;171.93;0.452;-3.712;-2.163;-1.477
;173.81;171.95;-1.683;-7.954;-1.016;-1.444
;173.8;171.97;0.558;2.111;1.802;1.868
;173.8;171.98;1.501;1.648;-0.318;0.02
;173.8;172;-2.38;-1.18;-0.453;-0.832
;173.8;172.02;-4.655;1.823;3.791;-1.691
;173.79;172.04;0.892;-4.359;0.294;-0.221
;173.79;172.05;1.384;-1.221;1.954;2.47
;173.79;172.07;1.126;4.828;1.049;0.681
;173.78;172.09;1.204;4.9;-9.083;0.101
;173.78;172.11;-1.743;1.711;-10.401;-1.233
;173.77;172.13;-2.043;-1.291;-14.061;-8.792
;173.77;172.14;-1.631;4.708;-12.495;-15.309
;173.77;172.16;0.936;1.818;-9.919;-17.955
;173.76;172.18;1.433;-1.61;-8.392;-17.102
;173.76;172.19;0.919;1.967;-2.739;-11.844
;173.75;172.21;1.312;-1.856;-4.343;-3.726
;173.75;172.23;0.955;-0.863;-1.703;0.478
;173.74;172.24;1.127;-2.1;-0.361;0.053
;173.74;172.25;1.012;-3.703;-0.702;0.661
;173.73;172.27;3.983;-2.181;0.573;0.337
;173.72;172.28;1.084;-0.548;3.226;1.035
;173.72;172.29;-2.426;4.2;7.824;0.263
;173.71;172.31;1.183;-0.708;6.911;1.524
;173.7;172.32;-2.72;-1.396;6.074;3.059
;173.69;172.33;-4.84;2.035;4.228;2.004
;173.69;172.33;0.037;2.447;7.56;8.891
;173.68;172.34;1.462;4.792;7.648;11.601
;173.67;172.35;-0.284;3.215;2.867;5.571
;173.66;172.35;-1.466;1.618;2.017;5.657
;173.66;172.36;-0.594;0.722;-2.043;8.532
;173.65;172.36;-1.308;-1.191;-0.178;5.738
;173.64;172.36;2.171;-2.039;1.964;5.448
;173.63;172.37;1.962;-0.54;1.104;5.753
;173.62;172.37;-1.233;-1.949;-0.457;2.427
;173.62;172.37;2.189;-2.69;-3.461;2.686
;173.61;172.37;1.54;-1.946;0.068;-0.568
;173.6;172.36;2.377;-4.741;1.337;-3.439
;173.6;172.36;-1.702;-1.856;0.643;-0.459
;173.59;172.35;-3.764;-0.724;3;-3.41
;173.58;172.35;1.489;-1.522;1.43;-3.373
;173.57;172.34;-0.96;6.135;1.366;2.724
;173.57;172.34;-1.13;2.226;-0.54;-0.042
;173.56;172.33;-1.506;-2.698;-3.664;-0.479
;173.56;172.32;-0.419;3.233;-2.175;0.33
;173.55;172.31;0.92;0.518;-2.848;-3.817
;173.55;172.3;0.323;1.361;2.575;-2.277
;173.54;172.28;-2.664;3.652;3.94;-1.101
;173.54;172.27;-2.22;2.506;-1.889;1.27
;173.53;172.26;3.318;0.814;-1.575;-1.447
;173.53;172.24;-2.008;0.228;-0.408;-4.568
;173.52;172.23;3.506;1.455;-0.771;-1.638
;173.52;172.21;4.101;-2.56;-2.359;-4.536
;173.52;172.2;-2.245;-0.543;0.233;-1.59
;173.51;172.18;3.984;-2.727;1.487;-1.74
;173.51;172.16;-1.817;-5.363;-1.739;-4.411
;173.51;172.15;-2.206;-3.098;-1.057;0.831
;173.51;172.13;1.612;-1.031;2.352;-0.972
;173.5;172.11;0.945;2.813;-0.578;-2.843
;173.5;172.09;1.907;-0.172;-3.076;-0.617
;173.5;172.07;-2.005;-0.146;-0.008;-0.328
;173.5;172.05;-0.877;0.13;-2.749;-0.338
;173.5;172.04;1.206;0.383;-2.384;-0.773
;173.5;172.02;2.497;2.997;0.278;-0.156
;173.5;172;1.372;1.186;1.438;-1.056
;173.5;171.98;-0.346;-0.608;3.069;-3.13
;173.5;171.96;-1.431;2.027;-1.025;-1.163
;173.5;171.94;-3.33;4.949;-0.332;0.015
;173.5;171.92;-1.005;-0.4;2.361;1.981
;173.5;171.9;-3.393;-4.747;-3.592;3.178
;173.5;171.88;-3.544;-0.095;-3.915;-0.864
;173.5;171.87;-0.448;4.265;-0.452;0.239
;173.49;171.85;0.05;-0.172;-1.408;-0.448
;173.49;171.83;-0.502;-4.94;-3.237;-2.634
;173.49;171.82;0.396;-0.571;-5.388;0.171
;173.49;171.8;2.717;1.409;-2.859;0.724
;173.49;171.78;0.493;-4.231;-6.383;0.977
;173.49;171.77;3.071;-4.512;-5.716;1.131
;173.49;171.75;3.465;-1.76;-4.107;4.976
;173.49;171.74;0.454;-1.29;-2.795;4.828
;173.49;171.72;0.228;-2.247;17.013;2.826
;173.49;171.71;-2.23;-4.39;21.238;5.733
;173.49;171.69;0.182;0.536;13.867;3.684
;173.49;171.68;4.111;4.657;8.078;3.835
;173.49;171.67;0.345;3.5;4.698;1.41
;173.48;171.66;-2.101;1.313;7.247;-0.986
;173.48;171.65;3.774;0.42;1.556;-0.827
;173.48;171.64;0.754;1.072;-2.572;0.318
;173.48;171.63;-5.045;0.469;-4.915;6.301
;173.48;171.62;-2.545;3.998;-5.963;1.444
;173.48;171.61;-1.659;3.641;-8.475;1.272
;173.48;171.61;-2.611;-2.218;-6.169;5.406
;173.48;171.6;-1.57;-5.408;-5.825;2.475
;173.48;171.6;0.624;0.853;-9.581;6.059
;173.48;171.6;-1.701;4.141;-5.993;3.645
;173.48;171.59;0.951;-5.264;-7.097;3.423
;173.48;171.59;1.142;-1.574;-2.805;4.681
;173.48;171.59;-1.77;1.022;-1.7;-2.483
;173.48;171.59;0.961;-1.094;3.535;2.401
;173.47;171.59;-1.513;4.418;13.034;0.7
;173.47;171.59;0.93;-0.66;12.718;-12.542
;173.47;171.59;1.684;-1.193;12.769;-17.722
;173.47;171.6;1.042;5.871;9.146;-18.712
;173.47;171.6;4.803;5.668;9.908;-14.613
;173.47;171.61;1.22;0.122;2.082;-9.981
;173.46;171.61;-1.301;0.234;-4.944;-5.378
;173.46;171.62;-1.678;6.842;-5.131;-1.647
;173.46;171.63;-1.2;0.816;-10.575;-2.424
;173.46;171.63;-1.506;-7.731;-9.077;0.304
;173.46;171.64;-1.066;-1.907;-7.287;3.354
;173.45;171.65;1.772;2.566;-6.446;-0.852
;173.45;171.66;2.142;1.302;-7.511;-3.538
;173.45;171.67;2.025;0.703;-6.458;-4.95
;173.45;171.68;-0.815;-1.755;-8.068;-4.66
;173.45;171.69;-0.77;1.875;-9.284;0.389
;173.45;171.7;-0.661;1.409;-2.573;0.086
;173.45;171.71;-0.525;-3.38;3.311;-0.276
;173.44;171.72;2.663;-1.334;6.116;-1.387
;173.44;171.73;-0.374;-2.928;3.48;2.13
;173.44;171.75;-0.048;-3.744;8.858;6.582
;173.44;171.76;2.756;-2.967;9.686;7.451
;173.44;171.77;0.393;-2.809;5.596;11.881
;173.44;171.78;-0.306;-3.379;6.658;6.419
;173.44;171.79;0.823;-4.874;2.366;5.293
;173.44;171.81;-0.244;-3.947;3.734;5.331
;173.44;171.82;-1.932;-0.949;2.179;2.029
;173.44;171.83;-0.069;1.711;-2.153;4.445
;173.44;171.84;1.306;-0.466;-1.082;1.841
;173.44;171.85;-2.839;-1.638;1.225;0.91
;173.44;171.86;-1.771;5.724;1.909;4.551
;173.44;171.87;3.71;7.563;1.455;7.104
;173.44;171.88;-1.862;-0.771;5.059;3.992
;173.44;171.89;-2.063;1.496;1.569;4.426
;173.44;171.9;1.14;1.79;-0.881;9.543
;173.44;171.91;-1.8;1.48;-1.477;11.06
;173.45;171.92;1.161;7.506;-3.68;9.113
;173.45;171.92;-1.703;4.234;-1.473;8.233
;173.45;171.93;-1.802;1.16;-0.326;5.947
;173.45;171.94;1.359;-2.61;1.582;1.887
;173.45;171.95;-1.673;-1.869;-6.186;6.209
;173.45;171.95;-1.745;-0.467;-4.699;4.31
;173.45;171.96;-1.625;-4.828;0.352;3.566
;173.45;171.97;1.37;-4.48;-5.013;0.266
;173.45;171.97;1.393;-1.787;0.851;-20.754
;173.45;171.98;1.471;-2.107;-2.411;-31.552
;173.45;171.98;1.27;-5.217;-1.729;-30.111
;173.44;171.99;-4.578;-2.463;0.206;-29.421
;173.44;172;1.16;0.258;-4.536;-21.601
;173.44;172;1.63;0.564;-0.023;-11.754
;173.44;172.01;-5.031;-0.619;-4.658;-10.601
;173.44;172.01;1.586;0.663;-3.015;-6.333
;173.44;172.02;1.21;4.66;1.013;-3.104
;173.44;172.02;-1.663;3.809;3.408;-1.029
;173.44;172.02;1.448;3.957;3.473;7.281
;173.43;172.03;1.109;0.657;-2.553;10.135
;173.43;172.03;1.829;3.497;2.988;8.458
;173.43;172.04;0.722;6.581;3.514;5.54
;173.43;172.04;2.258;0.187;-0.293;6.681
;173.43;172.04;3.463;3.159;0.03;6.786
;173.42;172.05;2.58;3.208;2.824;5.016
;173.42;172.05;0.267;-0.328;2.522;7.879
;173.42;172.06;-0.432;0.212;-0.15;6.466
;173.41;172.06;3.54;-0.766;1.972;2.849
;173.41;172.06;-0.662;0.38;-0.171;4.811
;173.4;172.07;0.934;-4.246;-1.449;7.224
;173.4;172.07;1.999;-5.6;-0.421;3.119
;173.4;172.07;-4.652;-1.446;1.545;2.605
;173.39;172.08;-1.476;-2.443;2.198;4.523
;173.39;172.08;1.943;-1.511;-1.426;1.294
;173.38;172.09;1.428;0.561;-1.43;2.959
;173.38;172.09;-0.997;-1.347;-1.267;3.244
;173.37;172.1;-4.568;-2.708;-1.918;1.603
;173.37;172.1;-4.295;-1.031;1.869;5.316
;173.36;172.1;-1.008;-5.974;3.951;0.532
;173.36;172.11;1.341;-3.785;4.788;-1.779
;173.35;172.11;-0.318;3.233;3.943;-0.213
;173.35;172.11;-2.396;-0.517;1.3;-5.747
;173.34;172.12;-2.689;0.405;4.195;-0.668
;173.34;172.12;-2.985;-0.497;3.783;-0.385
;173.33;172.12;0.896;-2.163;1.505;-4.027
;173.33;172.13;-0.221;-0.558;0.089;2.095
;173.32;172.13;-2.042;-1.521;-1.237;4.957
;173.32;172.14;2.944;-0.531;-0.363;7.91
;173.32;172.14;0.753;-0.91;-1.114;4.672
;173.31;172.14;0.336;-0.258;-0.53;-1.443
;173.31;172.15;0.16;2.638;-1.262;-1.767
;173.31;172.15;1.017;3.408;-6.571;1.599
;173.31;172.16;2.559;2.953;-10.829;1.126
;173.31;172.16;-1.404;4.281;-6.303;-1.578
;173.3;172.17;2.03;3.194;-8.089;-5.051
;173.3;172.17;2.119;2.243;-9.138;-17.189
;173.3;172.18;-1.289;3.493;-5.165;-17.256
;173.3;172.18;-0.792;3.304;-12.123;-17.483
;173.3;172.19;-1.23;3.973;-8.132;-17.155
;173.3;172.19;-0.853;4.276;-5.993;-5.421
;173.3;172.2;2.125;1.609;-4.766;-4.87
;173.3;172.2;5.119;-1.021;9.415;-2.487
;173.3;172.21;2.508;2.515;13.997;-5.023
;173.31;172.21;-1.232;-0.219;12.751;-2.591
;173.31;172.22;-3.253;-5.734;8.018;4.034
;173.31;172.22;-1.361;-2.45;1.019;-2.779
;173.31;172.23;0.157;-1.721;-1.166;13.177
;173.32;172.23;-1.367;-1.486;1.86;30.739
;173.32;172.24;3.457;-0.895;5.018;28.568
;173.32;172.25;1.866;-3.487;8.958;21.086
;173.33;172.25;-2.625;-3.235;14.427;7.037
;173.33;172.26;2.197;0.696;12.896;2.224
;173.33;172.27;3.456;-2.506;11.81;0.789
;173.34;172.27;2.662;-4.433;13.537;-4.214
;173.34;172.28;-2.86;-1.703;6.453;-2.55
;173.34;172.29;-6.068;-3.559;-1.474;-1.269
;173.35;172.3;0.073;2.269;-1.708;0.094
;173.35;172.31;0.513;3.333;-7.464;1.806
;173.35;172.31;0.033;0.114;-9.748;-3.549
;173.36;172.32;0.796;0.947;-4.305;-4.286
;173.36;172.33;0.121;-2.114;-5.554;-1.086
;173.36;172.34;0.937;-1.404;-10.335;-4.248
;173.36;172.34;0.303;-4.458;-10.825;-7.809
;173.37;172.35;-2.094;-3.717;-3.941;-7.388
;173.37;172.36;-2.559;2.356;-4.093;-5.187
;173.37;172.37;-2.086;0.091;-6.68;-4.503
;173.37;172.37;-2.361;-3.116;-3.807;-2.435
;173.37;172.38;0.997;-2.369;-6.303;-1.71
;173.38;172.39;0.88;0.728;-6.848;-2.66
;173.38;172.4;-2.073;1.187;-2.86;-2.015
;173.38;172.4;1.024;1.572;2.201;-2.825
;173.38;172.41;0.997;1.583;0.555;-2.265
;173.39;172.42;-1.907;2.407;-1.259;0.132
;173.39;172.43;0.96;5.075;3.939;0.662
;173.39;172.43;1.338;6.206;1.278;-2.995
;173.39;172.44;-2.187;5.598;-1.98;-2.454
;173.4;172.45;1.535;0.59;-2.396;3.232
;173.4;172.46;3.874;3.179;-1.898;0.69
;173.4;172.46;-1.321;7.099;0.162;-2.669
;173.4;172.47;-2.383;0.847;1.026;0.865
;173.41;172.48;-1.083;1.171;2.901;0.875
;173.41;172.49;0.603;4.67;0.621;-1.908
;173.41;172.5;2.239;1.342;2.761;-1.517
;173.41;172.51;0.542;-0.831;6.195;-1.437
;173.41;172.52;-0.606;-1.557;2.747;-3.718
;173.42;172.52;-2.528;-0.338;2.5;-3.824
;173.42;172.53;-0.426;-1.338;2.74;3.452
;173.42;172.54;3.747;-3.106;-1.084;6.367
;173.42;172.55;2.739;-1.105;-0.436;1.467
;173.42;172.56;0.932;-6.016;4.763;1.457
;173.43;172.57;-0.35;-4.017;2.404;2.595
;173.43;172.58;1.318;-2.818;1.595;2.95
;173.43;172.59;-0.422;-7.092;5.123;3.752
;173.43;172.6;-1.312;0.404;1.67;4.599
;173.43;172.61;2.588;-1.114;4.702;4.945
;173.44;172.62;-0.873;-5.617;7.971;6.289
;173.44;172.63;-0.503;-4.43;1.223;9.235
;173.44;172.65;2.599;-2.563;1.914;7.924
;173.44;172.66;-0.457;-1.459;4.008;7.325
;173.44;172.67;-0.127;-2.896;4.919;6.366
;173.45;172.68;-0.371;-1.286;3.891;8.34
;173.45;172.69;0.192;2.58;1.518;10.792
;173.45;172.7;2.806;5.304;7.018;12.194
;173.45;172.71;-2.583;-1.359;4.053;14.936
;173.45;172.73;-3.255;-0.361;0.952;9.655
;173.45;172.74;0.785;-2.079;-2.723;12.444
;173.46;172.75;-3.179;-3.198;-11.428;10.052
;173.46;172.76;1.06;6.904;-12.478;9.225
;173.46;172.77;3.039;-0.346;-14.898;10.407
;173.46;172.78;-4.853;-1.954;-15.889;-19.476
;173.46;172.8;0.026;2.067;-15.63;-38.552
;173.47;172.81;1.506;1.995;-13.016;-42.802
;173.47;172.82;-2.993;4.316;-10.398;-41.664
;173.47;172.83;-1.395;-0.045;-10.193;-35.836
;173.47;172.84;-2.952;-2.444;-5.119;-36.178
;173.47;172.85;-1.244;3.881;-1.462;-22.854
;173.48;172.86;0.169;9.799;-2.657;-16.155
;173.48;172.88;-1.151;7.388;0.758;-12.875
;173.48;172.89;0.265;4.234;6.317;-3.131
;173.48;172.9;1.914;1.237;5.743;0.293
;173.49;172.91;3.539;5.362;12.5;6.167
;173.49;172.92;1.776;4.081;13.702;10.418
;173.49;172.93;0.761;-2.488;9.54;12.031
;173.49;172.94;1.547;0.809;12.611;14.328
;173.5;172.95;1.111;-1.156;9.527;14.756
;173.5;172.95;-1.777;0.874;5.779;15.044
;173.5;172.96;-1.632;-0.081;0.032;14.587
;173.51;172.97;1.105;-4.868;-0.55;15.645
;173.51;172.98;-1.361;0.667;2.617;14.762
;173.51;172.98;0.986;-1.067;-0.285;13.132
;173.51;172.99;1.937;-1.968;2.024;18.423
;173.51;173;0.914;-0.132;3.356;13.806
;173.52;173;2.151;-4.837;1.478;10.161
;173.52;173.01;-2.229;-5.28;0.997;14.768
;173.52;173.01;-0.692;-4.743;-1.988;5.3
;173.52;173.02;0.789;-1.301;-1.32;0.764
;173.52;173.02;-0.467;1.544;0.915;0.734
;173.52;173.02;0.785;-3.764;-3.668;-3.54
;173.53;173.02;-0.308;-4.3;-2.112;-0.445
;173.53;173.02;0.884;-0.483;0.069;-1.245
;173.53;173.02;-0.247;-3.745;-1.859;-4.377
;173.53;173.02;-1.989;-3.781;3.694;-4.701
;173.53;173.02;-0.265;0.079;1.664;-4.916
;173.53;173.02;1.349;-4.298;-2.087;-4.727
;173.52;173.02;-0.303;-2.237;-0.764;-5.161
;173.52;173.01;-1.479;-1.794;-1.957;-4.472
;173.52;173.01;2.769;-1.699;-3.002;-5.128
;173.52;173;1.795;3.989;-5.16;-4.036
;173.52;173;-0.266;1.503;-2.06;-4.819
;173.52;172.99;-1.137;3.976;-2.379;-6.606
;173.52;172.98;-3.276;1.186;-4.271;-4.255
;173.52;172.98;2.057;1.214;-2.683;-6.103
;173.52;172.97;2.947;6.734;-3.688;-6.583
;173.51;172.96;-0.912;1.691;0.239;-2.539
;173.51;172.95;-0.082;6.07;2.626;0.379
;173.51;172.94;-0.797;5.217;0.294;-5.111
;173.51;172.92;-3.149;-3.684;-0.732;-5.036
;173.51;172.91;-3.728;-0.639;0.508;4.657
;173.51;172.9;-0.131;-0.877;1.731;1.726
;173.51;172.89;-0.432;-0.526;0.739;2.084
;173.51;172.87;-0.291;2.2;-2.119;2.241
;173.51;172.86;2.954;-3.63;0.822;-0.653
;173.51;172.84;-0.542;-0.679;3.281;2.758
;173.51;172.83;0.238;5.565;-2.437;-0.599
;173.51;172.82;-0.802;2.648;-0.435;0.24
;173.51;172.8;-2.531;-0.471;0.187;2.237
;173.51;172.79;-0.947;-0.286;-4.043;0.76
;173.51;172.77;-2.382;-0.07;-3.526;-1.244
;173.52;172.76;2.187;-0.338;-1.464;-2.014
;173.52;172.74;0.648;0.635;1.945;1.461
;173.52;172.73;-0.637;-0.55;1.067;0.968
;173.52;172.71;3.541;1.524;-1.769;1.277
;173.52;172.7;-0.279;-0.763;-2.626;3.468
;173.53;172.68;0.26;-3.78;-2.329;1.323
;173.53;172.67;3.147;2.317;-3.271;-0.612
;173.53;172.66;0.137;2.956;-2.839;1.499
;173.54;172.64;0.336;-0.374;-0.801;1.226
;173.54;172.63;3.221;0.054;-3.339;1.606
;173.54;172.62;0.497;0.43;-4.397;0.008
;173.54;172.6;-2.805;-0.157;5.389;-1.654
;173.55;172.59;0.581;1.53;19.786;2.12
;173.55;172.58;3.551;-0.587;17.222;0.808
;173.55;172.57;0.644;-0.396;10.158;-1.566
;173.55;172.55;0.681;-0.988;10.659;-3.303
;173.55;172.54;0.741;-2.534;6.677;-4.956
;173.55;172.53;-2.237;1.935;4.165;-4.584
;173.55;172.52;0.894;-5.059;0.121;0.986
;173.55;172.51;0.95;-7.116;0.742;0.293
;173.55;172.5;-2.003;-1.835;2.867;-2.425
;173.55;172.49;-2.031;-3.582;0.275;5.38
;173.55;172.48;-1.859;-1.976;2.674;3.154
;173.55;172.47;1.189;0.083;-0.385;1.504
;173.55;172.46;1.271;0.829;-3.545;2.375
;173.55;172.45;-1.67;0.667;-4.29;0.874
;173.55;172.44;-1.865;0.55;-6.665;1.549
;173.55;172.43;-1.389;1.164;-8.252;0.243
;173.55;172.42;-2.003;0.336;-9.911;3.905
;173.55;172.41;-1.091;-1.532;-9.067;2.58
;173.54;172.4;0.912;0.216;-7.24;0.25
;173.54;172.39;-0.841;1.813;-3.585;1.748
;173.54;172.38;-2.291;-2.869;-10.992;2.807
;173.54;172.37;2.384;-1.109;-16.414;4.015
;173.54;172.36;3.824;3.414;-8.818;5.277
;173.54;172.35;-0.678;2;-13.73;6.424
;173.53;172.34;-2.27;0.625;-12.968;4.476
;173.53;172.33;-0.779;-1.165;-4.779;2.861
;173.53;172.31;0.94;-2.009;-7.996;-8.833
;173.53;172.3;-0.94;1.744;-1.885;-19.048
;173.53;172.29;1.083;4.685;9.258;-13.012
;173.53;172.28;1.986;1.58;13.367;-7.126
;173.52;172.26;-4.965;2.143;17.372;-4.848
;173.52;172.25;-1.197;1.523;19.349;-1.515
;173.52;172.24;4.34;-0.503;16.486;3.452
;173.52;172.23;1.795;1.636;12.899;3.867
;173.52;172.21;1.367;-0.211;9.788;-0.385
;173.52;172.2;1.657;1.884;3.193;-0.211
;173.52;172.19;-1.494;3.081;0.396;-1.006
;173.52;172.18;-1.67;5.213;8.701;-7.519
;173.52;172.17;1.954;3.351;9.813;-10.81
;173.52;172.15;1.054;-0.845;1.805;-8.711
;173.52;172.14;-0.646;6.847;4.063;-5.296
;173.52;172.13;-2.393;2.104;1.103;-0.581
;173.52;172.12;-0.183;-1.853;-1.651;6.199
;173.52;172.11;0.451;-1.256;0.59;4.652
;173.52;172.1;-2.96;-4.439;-10.577;5.165
;173.52;172.09;0.482;1.531;-11.964;16.225
;173.52;172.08;3.237;-1.081;-4.332;13.202
;173.52;172.07;3.893;-4.809;0.336;9.411
;173.53;172.07;3.043;-4.174;1.72;8.925
;173.53;172.06;1.37;-4.878;-2.626;5.565
;173.53;172.05;-0.337;-4.469;-1.59;7.895
;173.53;172.04;-1.1;-7.966;-2.498;10.699
;173.53;172.04;-0.574;-4.977;-1.919;19.423
;173.54;172.03;-0.606;-1.83;0.654;15.573
;173.54;172.02;-0.614;-5.632;-2.34;6.506
;173.54;172.02;-3.4;-1.903;-2.433;1.852
;173.54;172.01;-0.42;2.85;-2.85;-18.724
;173.55;172;-0.239;1.026;-2.572;-30.279
;173.55;172;-3.134;2.047;-3.412;-28.738
;173.55;171.99;-0.261;3.876;-5.973;-31.446
;173.56;171.99;-2.717;1.221;-3.967;-17.467
;173.56;171.98;-0.281;-2.577;-3.445;7.634
;173.56;171.98;0.727;0.405;-4.475;12.028
;173.57;171.97;-3.29;3.217;-4.215;6.918
;173.57;171.96;0.964;-0.353;-1.856;4.462
;173.57;171.96;0.013;2.776;1.009;-2.92
;173.58;171.95;1.002;2.098;0.779;-6.148
;173.58;171.95;3.534;-0.855;0.018;-3.537
;173.58;171.95;0.8;1.67;0.305;-4.248
;173.59;171.94;1.119;1.561;-0.926;-4.253
;173.59;171.94;0.397;4.516;-3.316;-5.106
;173.59;171.93;1.905;0.877;-1.728;-5.08
;173.6;171.93;-0.049;1.312;2.213;0.545
;173.6;171.92;2.607;6.486;3.829;0.215
;173.6;171.92;2.764;1.146;7.682;0.33
;173.61;171.92;-3.144;0.078;9.606;-0.508
;173.61;171.91;2.851;0.849;3.921;-2.806
;173.61;171.91;-0.061;0.173;3.268;2.161
;173.61;171.91;-2.863;-2.635;6.414;6.408
;173.61;171.9;-0.356;-2.528;3.207;8.326
;173.61;171.9;-2.244;0.041;-0.115;3.327
;173.62;171.9;-0.72;-1.999;0.11;2.575
;173.62;171.9;-1.702;2.853;-0.189;6.49
;173.62;171.89;-3.992;4.72;0.069;6.326
;173.62;171.89;-1.426;-0.271;0.074;6.769
;173.62;171.89;2.259;-0.889;-0.002;4.053
;173.62;171.89;1.625;-3.168;0.633;4.204
;173.62;171.88;2.603;-3.435;-3.124;4.918
;173.62;171.88;-1.658;0.281;-4.795;4.887
;173.62;171.88;-0.061;-5.962;-3.023;5.85
;173.61;171.88;4.322;-8.44;-1.001;5.587
;173.61;171.87;-2.855;-2.292;0.429;6.886
;173.61;171.87;1.269;-1.661;-0.461;9.218
;173.61;171.87;0.271;-1.682;-1.935;11.101
;173.6;171.86;-4.624;-3.962;5.978;12.597
;173.6;171.86;0.121;5.013;20.603;12.241
;173.6;171.86;-1.13;9.352;18.373;9.567
;173.59;171.85;-0.114;-0.766;15.539;13.19
;173.59;171.85;2.404;4.467;12.276;6.368
;173.59;171.84;2.75;5.598;1.075;-7.833
;173.58;171.84;2.828;2.825;-2.899;-12.284
;173.58;171.84;-0.468;2.699;-10.681;-14.08
;173.57;171.83;-2.962;-1.942;-14.765;-12.521
;173.57;171.83;-0.524;-0.016;-16.695;-27.121
;173.57;171.82;0.422;-0.835;-17.245;-37.527
;173.56;171.82;-0.497;-2.385;-13.785;-28.377
;173.56;171.82;3.752;-0.147;-16.664;-22.842
;173.55;171.81;2.695;-4.371;-17.176;-14.609
