name_muscle;angles_1;angles_2;emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;-172.13;168.96;49.994;-22.719;1.973;-11.999
;-172.13;168.95;44.215;-16.636;0.853;-10.135
;-172.12;168.95;47.098;-26.374;-1.058;-6.448
;-172.11;168.94;41.588;-29.051;-1.677;1.159
;-172.1;168.93;16.389;-8.334;-0.669;2.268
;-172.09;168.93;5.327;-1.404;-1.152;-0.043
;-172.08;168.92;-23.711;28.273;0.067;1.787
;-172.06;168.92;-46.178;54.106;-0.634;4.849
;-172.05;168.91;-45.386;61.72;1.032;7.437
;-172.04;168.91;-51.576;79.127;-0.004;9.792
;-172.03;168.9;-57.642;79.533;-1.056;9.951
;-172.02;168.9;-63.363;82.832;0.889;8.713
;-172;168.89;-69.541;78.66;-0.227;6.25
;-171.99;168.89;-75.418;80.282;2.117;7.806
;-171.98;168.88;-68.751;59.299;0.379;8.66
;-171.97;168.88;-50.655;-5.898;0.52;4.011
;-171.95;168.87;-33.853;-15.322;0.856;4.898
;-171.94;168.86;-22.64;-12.915;-1.046;6.566
;-171.93;168.86;4.217;-31.425;-1.685;4.2
;-171.92;168.85;45.809;-26.969;-2.832;0.094
;-171.9;168.85;63.857;-26.23;2.145;-2.661
;-171.89;168.84;74.782;-29.473;1.16;-3.115
;-171.88;168.84;80.547;-46.219;-3.02;-3.347
;-171.87;168.83;76.479;-72.599;-1.371;3.03
;-171.86;168.83;72.986;-82.381;1.154;2.211
;-171.84;168.82;66.073;-88.547;-1.053;-3.12
;-171.83;168.82;53.694;-85.569;-0.933;-1.297
;-171.82;168.81;31.082;-64.927;-0.783;-3.191
;-171.81;168.81;19.637;-49.604;-3.313;-1.529
;-171.81;168.81;17.638;-38.596;2.624;-0.284
;-171.8;168.81;10.649;-26.673;0.114;-1.611
;-171.79;168.81;-1.852;-21.776;-3.176;-0.506
;-171.78;168.8;-13.586;-13.511;0.207;-1.636
;-171.78;168.8;-24.176;4.115;0.138;-0.706
;-171.77;168.8;-41.071;36.265;0.21;-1.685
;-171.77;168.8;-49.295;69.994;0.106;-3.922
;-171.77;168.8;-53.535;82.903;0.245;-7.938
;-171.76;168.8;-55.791;77.53;-3.313;-16.313
;-171.76;168.8;-47.945;58.99;-2.776;-17.29
;-171.76;168.8;-28.52;48.364;-0.783;-13.3
;-171.76;168.81;-8.866;44.844;0.257;-11.223
;-171.77;168.81;-4.672;37.972;-1.346;-4.158
;-171.77;168.81;-3.965;34.568;-3.126;4.162
;-171.78;168.81;0.195;21.858;1.317;8.012
;-171.78;168.82;3.636;9.844;-0.679;7.357
;-171.79;168.82;1.436;-2.875;1.086;4.757
;-171.8;168.82;1.484;-13.913;4.609;4.495
;-171.81;168.82;2.209;-8.34;3.997;4.619
;-171.82;168.83;1.715;-12.099;0.642;7.806
;-171.84;168.83;5.696;-15.951;-2.445;7.719
;-171.85;168.83;7.304;-15.487;-0.061;7.942
;-171.87;168.83;11.929;-22.593;0.096;11.093
;-171.88;168.84;12.133;-20.999;2.592;7.901
;-171.9;168.84;8.524;-22.116;-0.659;5.545
;-171.92;168.84;7.14;-25.61;-0.71;1.549
;-171.93;168.84;7.649;-20.673;4.695;-2.868
;-171.95;168.84;11.002;-17.118;2.156;-1.742
;-171.97;168.85;9.2;-12.119;0.985;4.112
;-171.99;168.85;8.489;-7.967;1.79;4.378
;-172.01;168.85;7.023;-8.809;0.642;1.638
;-172.03;168.85;5.815;-1.357;-1.847;4.684
;-172.05;168.86;1.23;7.616;3.637;1.869
;-172.07;168.86;-3.185;5.688;3.658;-0.794
;-172.09;168.86;1.208;6.213;0.578;-4.433
;-172.11;168.87;-3.126;3.871;3.1;-6.021
;-172.13;168.87;-2.148;-0.933;-2.56;-1.758
;-172.15;168.87;-0.105;5.449;-3.386;-5.051
;-172.17;168.88;-8.761;10.553;0.291;-8.402
;-172.18;168.88;-9.421;19.577;2.665;-7.326
;-172.2;168.88;-12.399;28.138;-0.053;-5.768
;-172.22;168.89;-9.46;18.444;-3.475;-3.76
;-172.23;168.89;-0.637;11.612;-0.389;0.054
;-172.25;168.89;-3.265;8.063;-0.409;-0.568
;-172.26;168.89;-1.035;3.885;-0.608;-3.244
;-172.28;168.9;3.054;9.795;-3.606;-0.834
;-172.29;168.9;1.897;7.912;-3.764;-3.385
;-172.31;168.9;0.337;1.869;-0.747;-1.448
;-172.32;168.9;-0.999;-0.977;-3.759;2.654
;-172.33;168.91;0.981;-3.667;-4.063;0.738
;-172.34;168.91;-0.425;-4.337;-0.68;2.472
;-172.35;168.91;-1.1;-10.119;1.91;-3.385
;-172.35;168.91;0.61;-8.361;-0.75;-4.07
;-172.36;168.91;-5.86;-2.243;-4.31;1.74
;-172.36;168.91;-10.127;-0.815;-0.923;1.357
;-172.36;168.92;-7.116;4.528;1.914;3.934
;-172.36;168.92;-4.879;2.826;1.882;3.317
;-172.36;168.92;-4.855;-5.183;2.109;3.2
;-172.36;168.92;-5.138;-6.732;1.549;1.919
;-172.35;168.92;-2.162;-6.706;-0.685;2.481
;-172.35;168.93;1.436;-20.283;-1.851;3.536
;-172.34;168.93;10.182;-43.024;-0.389;1.579
;-172.33;168.93;20.986;-47.059;-2.065;2.223
;-172.32;168.93;35.276;-37.057;-0.172;0.374
;-172.3;168.93;44.168;-34.723;4.088;4.222
;-172.29;168.93;30.139;-34.787;2.967;1.983
;-172.27;168.93;27.668;-26.281;1.281;-2.863
;-172.26;168.94;22.641;-14.503;-0.216;0.438
;-172.24;168.94;1.962;-3.125;1.797;2.321
;-172.22;168.94;-14.774;11.612;2.663;2.12
;-172.2;168.94;-36.237;22.655;5.528;1.148
;-172.18;168.94;-42.156;31.324;5.581;1.009
;-172.16;168.94;-43.822;42.096;-3.053;-3.332
;-172.14;168.94;-44.441;53.923;-0.576;0.163
;-172.12;168.94;-45.166;52.363;0.576;-1.766
;-172.1;168.94;-37.502;48.741;-3.447;-9.793
;-172.08;168.94;0.029;53.59;1;-3.195
;-172.05;168.94;18.235;40.61;0.03;-4.395
;-172.03;168.94;24.212;36.523;-1.761;-7.474
;-172.01;168.93;33.297;11.363;0.568;-5.252
;-171.99;168.93;24.228;-38.939;-1.507;-5.334
;-171.97;168.93;23.055;-41.841;-1.909;-3.104
;-171.95;168.93;21.369;-28.142;-1.255;0.11
;-171.92;168.93;6.096;-11.306;-1.334;2.112
;-171.9;168.93;-0.1;10.702;-0.941;-0.418
;-171.89;168.94;-1.997;22.678;-0.863;1.211
;-171.87;168.94;5.601;16.467;-0.529;2.29
;-171.85;168.94;14.365;-1.807;-0.528;3.437
;-171.84;168.94;10.458;-13.578;-0.047;8.222
;-171.82;168.94;15.288;-32.658;-0.29;5.728
;-171.81;168.94;17.389;-48.601;0.412;5.022
;-171.79;168.94;9.954;-54.364;-0.046;1.985
;-171.78;168.94;1.814;-51.987;0.714;1.83
;-171.78;168.95;-7.998;-44.946;0.314;4.582
;-171.77;168.95;-14.529;-30.458;0.751;1.643
;-171.76;168.95;-14.215;-28.458;3.92;4.293
;-171.76;168.95;-12.934;-18.422;0.517;1.389
;-171.76;168.95;-18.15;29.35;1.472;4.09
;-171.76;168.96;-23.973;57.71;0.132;4.243
;-171.76;168.96;-29.124;73.076;-1.052;-2.349
;-171.77;168.96;-29.081;75.026;-0.21;4.148
;-171.78;168.96;-25.536;68.432;-0.76;0.254
;-171.78;168.97;-22.089;58.649;2.707;-1.992
;-171.79;168.97;-19.523;27.102;-3.871;-0.374
;-171.81;168.97;-18.403;2.934;-0.368;-2.024
;-171.82;168.98;-4.712;-17.53;2.041;-1.014
;-171.83;168.98;15.834;-27.279;-3.448;-5.375
;-171.85;168.98;31.415;-34.8;-1.287;-1.549
;-171.87;168.99;37.58;-32.141;-3.629;-2.917
;-171.89;168.99;36.745;-21.417;1.665;-5.056
;-171.91;168.99;31.51;-24.322;2.14;2.304
;-171.93;169;17.643;-20.165;-1.461;-2.4
;-171.95;169;9.979;-22.592;-1.372;-8.066
;-171.98;169;2.021;-18.579;-1.624;-6.018
;-172.01;169.01;-8.506;-11.655;1.455;-3.134
;-172.03;169.01;-13.018;-16.716;-2.085;-3.687
;-172.06;169.01;-17.699;-16.024;-4.611;-7.433
;-172.09;169.02;-15.093;-14.748;-2.886;-4.677
;-172.12;169.02;-20.484;-10.917;-1.136;-2.449
;-172.15;169.02;-25.807;-6.665;-0.803;0.263
;-172.18;169.03;-19.685;-5.479;2.445;5.665
;-172.21;169.03;-17.591;-4.807;1.372;-1.089
;-172.24;169.03;-15.09;0.264;-0.303;-1.606
;-172.28;169.03;-5.909;6.289;3.924;3.716
;-172.31;169.03;17.981;12.352;2.717;0.287
;-172.34;169.04;27.728;29.831;3.919;2.503
;-172.37;169.04;27.124;42.948;2.248;5.156
;-172.41;169.04;37.24;44.396;1.282;4.57
;-172.44;169.04;33.729;42.683;4.628;3.832
;-172.47;169.04;31.875;34.675;4.989;3.74
;-172.5;169.04;31.535;26.846;0.925;2.598
;-172.52;169.04;23.832;19.148;-0.648;3.021
;-172.55;169.04;17.424;13.853;3.711;4.665
;-172.58;169.04;12.92;10.058;-0.451;-0.712
;-172.6;169.04;12.879;0.667;-2.291;0.875
;-172.63;169.04;5.13;-8.161;-0.594;1.796
;-172.65;169.04;-3.793;-18.725;1.294;-2.626
;-172.67;169.04;-5.765;-17.32;2.146;-1.692
;-172.69;169.04;-11.312;-16.423;-1.132;-2.801
;-172.71;169.04;-22.83;-23.847;-1.25;-1.885
;-172.72;169.04;-25.364;-23.06;-6.715;-2.747
;-172.74;169.04;-27.583;-27.871;-7.534;-1.85
;-172.75;169.04;-33.87;-29.454;-0.205;3.71
;-172.76;169.04;-26.243;-29.274;-1.253;1.462
;-172.77;169.04;-21.505;-32.797;-3.178;-1.877
;-172.77;169.04;-15.942;-40.052;-0.9;-1.197
;-172.78;169.04;-9.673;-36.545;-3.271;2.01
;-172.78;169.04;-12.38;-16.777;-3.496;2.495
;-172.79;169.04;-7.352;-7.124;-0.378;-0.08
;-172.79;169.04;5.697;-5.438;0.067;0.262
;-172.78;169.04;10.3;-6.104;2.534;1.01
;-172.78;169.05;7.4;;3.532;1.348
;-172.78;169.05;9.51;0.627;2.466;2.15
;-172.77;169.05;8.245;5.341;0.688;2.648
;-172.76;169.05;8.639;10.387;-0.552;0.25
;-172.75;169.06;-0.649;16.364;0.753;1.016
;-172.74;169.06;-10.989;44.983;-0.37;4.553
;-172.73;169.07;-9.616;48.294;0.664;2.518
;-172.71;169.07;-24.916;52.05;2.991;-0.315
;-172.7;169.07;-33.702;61.272;0.447;-2.151
;-172.68;169.08;-30.041;52.789;0.267;-2.055
;-172.66;169.08;-29.677;49.434;0.144;-3.807
;-172.64;169.08;-29.217;46.824;-2.433;-6.85
;-172.62;169.09;-28.336;49.86;-0.196;-5.569
;-172.6;169.09;-22.123;40.173;0.99;-5.483
;-172.58;169.1;-14.364;28.529;2.56;-4.412
;-172.56;169.1;0.762;20.707;4.325;-4.105
;-172.54;169.1;21.426;9.619;-0.76;-3.476
;-172.52;169.11;30.38;-1.98;1.355;-2.711
;-172.5;169.11;42.136;-1.178;2.212;0.288
;-172.48;169.12;69.838;-18.389;-1.82;7.887
;-172.46;169.12;72.46;-105.608;2.279;3.847
;-172.44;169.13;75.988;-185.513;-2.132;2.953
;-172.42;169.13;109.373;-232.66;-3.665;4.248
;-172.4;169.14;101.05;-196.002;3.56;0.792
;-172.38;169.14;72.822;-86.405;-0.325;4.694
;-172.36;169.14;61.887;-37.965;-3.105;1.299
;-172.34;169.15;33.427;19.735;-0.11;2.149
;-172.33;169.15;4.617;88.415;-0.496;4.488
;-172.31;169.15;-18.222;110.575;-3.095;-0.376
;-172.3;169.15;-52.396;112.514;-0.862;1.228
;-172.28;169.16;-76.091;90.745;2.988;0.085
;-172.27;169.16;-84.721;80.744;-1.09;-2.211
;-172.26;169.16;-103.293;52.633;-3.417;-5.78
;-172.27;169.17;-111.068;5.587;-1.167;-5.761
;-172.27;169.17;-90.571;-12.821;2.315;0.464
;-172.27;169.17;-70.133;-26.68;1.966;-0.153
;-172.28;169.17;-56.344;-31.592;-4.377;0.349
;-172.29;169.18;-42.104;-18.983;-0.992;-0.742
;-172.3;169.18;-22.138;8.695;1.238;-3.051
;-172.31;169.18;6.804;31.998;-0.927;-1.339
;-172.32;169.19;24.326;37.225;0.832;-3.573
;-172.33;169.19;30.492;40.363;-1.019;-1.938
;-172.34;169.19;36.799;26.238;0.647;-1.162
;-172.36;169.2;29.137;15.555;-1.295;-2.573
;-172.37;169.2;21.302;18.773;-5.477;1.19
;-172.39;169.21;15.304;6.958;1.396;-0.217
;-172.4;169.21;8.474;-0.597;3.903;-2.599
;-172.42;169.21;16.929;-3.777;-2.041;2.033
;-172.44;169.22;19.814;-10.395;0.963;5.971
;-172.45;169.22;18.758;-13.483;3.915;4.204
;-172.47;169.23;24.644;-19.897;0.985;2.262
;-172.49;169.23;26.936;-28.308;3.962;3.284
;-172.51;169.23;23.172;-35.215;3.94;4.687
;-172.53;169.24;16.751;-32.991;1.164;2.425
;-172.55;169.24;15.626;-31.582;0.662;0.89
;-172.56;169.25;15.799;-33.92;1.571;4.76
;-172.58;169.25;11.407;-33.406;0.513;3.157
;-172.6;169.25;8.637;-28.275;-1.104;-2.014
;-172.62;169.26;7.514;-18.986;0.531;-0.796
;-172.64;169.26;-1.639;-13.147;-0.797;0.53
;-172.65;169.26;-8.394;-0.615;0.76;-1.678
;-172.67;169.26;-8.805;8.367;-0.588;0.014
;-172.69;169.27;-14.876;15.408;-1.92;0.578
;-172.7;169.27;-15.847;27.126;-0.417;-3.624
;-172.72;169.27;-15.138;28.845;-4.511;-3.214
;-172.73;169.27;-19.612;27.85;-3.306;-1.182
;-172.75;169.28;-12.374;24.087;-3.979;-0.748
;-172.76;169.28;-7.758;19.781;-3.097;1.21
;-172.78;169.28;-9.735;16.376;2.766;1.776
;-172.79;169.28;-1.856;8.968;0.17;-2.55
;-172.81;169.28;2.012;5.632;-2.715;-1.864
;-172.82;169.28;1.043;10.611;0.32;-0.095
;-172.84;169.28;1.43;10.249;1.1;-5.546
;-172.85;169.28;3.815;6.044;-2.608;-3.726
;-172.86;169.28;0.976;8.569;1.817;-0.014
;-172.88;169.28;3.193;-1.825;3.789;-1.186
;-172.89;169.28;13.052;-14.986;-0.679;-3.651
;-172.9;169.28;11.428;-13.118;1.14;-1.796
;-172.91;169.28;16.05;-5.259;2.766;2.097
;-172.92;169.29;13.269;-0.271;4.846;-2.525
;-172.93;169.29;3.587;3.715;2.945;-1.218
;-172.94;169.29;-3.319;14.968;-0.571;2.817
;-172.95;169.29;-18.453;18.004;-0.015;-1.36
;-172.96;169.29;-25.785;23.079;0.102;-1.031
;-172.97;169.29;-34.822;31.461;0.204;4.614
;-172.98;169.29;-41.753;33.003;0.544;4.543
;-172.99;169.29;-39.277;34.852;0.644;1.186
;-172.99;169.29;-29.817;26.114;0.67;-1.888
;-173;169.29;-19.249;12.677;-1.76;-2.479
;-173.01;169.29;-8.67;-0.606;-5.633;1.234
;-173.01;169.3;7.073;-7.613;-0.97;-0.187
;-173.02;169.3;18.448;-28.44;0.262;1.502
;-173.03;169.3;33.68;-57.057;-0.275;5.128
;-173.03;169.3;42.314;-66.326;3.179;4.884
;-173.04;169.31;45.14;-77.283;0.122;7.504
;-173.04;169.31;47.702;-77.175;0.2;5.035
;-173.05;169.31;44.37;-71.166;0.123;0.926
;-173.05;169.31;37.883;-64.086;-2.501;1.838
;-173.06;169.31;25.077;-47.47;-3.294;0.825
;-173.06;169.31;16.015;-27.167;-1.965;1.447
;-173.07;169.32;8.81;-11.798;-0.725;4.043
;-173.07;169.32;0.459;-9.489;-1.465;-2.187
;-173.07;169.31;-13.497;5.498;-1.2;-1.901
;-173.08;169.31;-21.344;23.06;-1.175;0.34
;-173.08;169.31;-23.141;35.386;-1.496;-7.975
;-173.08;169.31;-34.259;46.369;-1.172;-9.286
;-173.09;169.31;-38.429;50.186;1.49;-8.148
;-173.09;169.31;-38.391;51.805;1.671;-6.398
;-173.09;169.31;-40.943;49.893;1.509;-2.419
;-173.09;169.3;-42.847;46.009;1.344;-3.391
;-173.09;169.3;-40.174;43.87;1.484;-2.978
;-173.09;169.3;-41.171;41.518;1.094;2.65
;-173.09;169.29;-30.343;26.284;1.284;2.651
;-173.09;169.29;0.838;22.89;4.089;2.334
;-173.09;169.29;18.991;0.665;0.896;2.283
;-173.09;169.29;31.095;-56.258;1.05;-1.333
;-173.09;169.28;39.981;-72.603;-2.634;2.075
;-173.09;169.28;49.625;-54.554;-2.036;-2.118
;-173.09;169.28;63.457;-21.06;3.195;-1.196
;-173.09;169.28;59.345;24.906;-2.257;3.258
;-173.08;169.28;52.695;59.732;0.036;-1.587
;-173.08;169.28;50.761;71.461;0.352;-0.39
;-173.08;169.28;44.885;61.701;3.217;-2.311
;-173.08;169.28;38.975;45.231;5.929;2.387
;-173.08;169.28;21.836;30.612;0.235;5.902
;-173.08;169.28;-0.897;16.973;-0.694;2.241
;-173.07;169.28;-22.379;6.181;0.121;1.696
;-173.07;169.28;-44.41;7.999;-0.919;2.043
;-173.07;169.28;-63.023;9.834;-6.41;6.815
;-173.07;169.28;-79.26;8.651;-0.945;1.632
;-173.07;169.29;-81.69;-1.511;-0.763;-0.173
;-173.07;169.29;-74.474;-6.177;-4.048;4.038
;-173.07;169.29;-63.212;2.905;1.897;-0.816
;-173.07;169.29;-48.156;-9.15;1.875;0.084
;-173.07;169.29;-35.576;-35.566;1.713;1.728
;-173.07;169.3;-30.695;-83.447;-4.766;-0.911
;-173.07;169.3;-17.47;-141.931;-1.374;-1.861
;-173.07;169.3;8.943;-170.447;0.807;-1.941
;-173.08;169.31;21.854;-138.181;-1.435;-2.433
;-173.08;169.31;33.857;-79.139;3.457;-6.013
;-173.08;169.31;36.452;-46.19;-1.766;-3.131
;-173.08;169.32;34.61;2.842;0.256;-0.764
;-173.09;169.32;51.31;44.774;-2.399;-3.988
;-173.09;169.33;57.06;66.109;-2.719;1.505
;-173.09;169.33;48.299;88.802;3.004;1.174
;-173.1;169.34;45.587;88.858;-2.633;0.75
;-173.1;169.34;46.027;80.057;-0.668;6.274
;-173.1;169.35;43.224;58.615;3.35;-0.02
;-173.11;169.35;47.474;37.189;2.157;-0.931
;-173.11;169.35;37.785;33.897;-0.247;2.238
;-173.12;169.35;18.504;30.982;2.256;-1.949
;-173.12;169.36;10.993;17.996;2.052;-1.693
;-173.13;169.36;-4.278;2.867;-0.522;-2.953
;-173.14;169.36;-21.651;-4.219;1.218;-5.607
;-173.14;169.36;-30.318;-10.303;-0.23;-0.89
;-173.15;169.37;-29.445;-11.034;0.529;-0.231
;-173.15;169.37;-31.958;-5.426;-0.1;-1.924
;-173.16;169.37;-37.235;0.671;0.09;-0.93
;-173.17;169.37;-39.898;2.246;-0.176;-2.953
;-173.18;169.37;-42.214;0.058;-3.176;-1.572
;-173.19;169.37;-38.682;-2.482;-0.413;-0.826
;-173.19;169.37;-35.321;-0.664;-0.104;0.851
;-173.2;169.37;-25.286;5.172;-0.735;1.475
;-173.21;169.37;-19.613;-1.549;3.079;0.124
;-173.22;169.37;-15.277;-8.564;2.001;4.003
;-173.23;169.36;-4.166;-11.793;0.166;2.405
;-173.24;169.36;3.437;-19.086;1.676;3.64
;-173.25;169.36;8.123;-18.993;0.372;1.63
;-173.26;169.36;9.202;-23.369;1.365;0.278
;-173.27;169.36;17.32;-32.282;-2.448;4.061
;-173.28;169.36;17.485;-30.687;-5.103;-0.013
;-173.29;169.36;11.033;-36.206;0.944;3.561
;-173.3;169.35;10.058;-41.041;-2.331;-0.27
;-173.31;169.35;10.655;-21.52;-4.882;0.008
;-173.32;169.35;8.723;1.01;-2.559;5.804
;-173.32;169.35;-2.362;17.882;1.517;-0.623
;-173.33;169.35;-1.755;24.78;3.543;-0.147
;-173.34;169.35;-0.247;20.369;-1.487;-1.479
;-173.35;169.35;0.171;18.041;0.638;0.275
;-173.36;169.35;1.794;4.344;1.485;-2.437
;-173.36;169.35;-0.944;-0.736;0.978;-2.414
;-173.37;169.35;0.849;28.278;4.381;2.91
;-173.38;169.35;-8.164;60.698;4.417;-2.361
;-173.38;169.35;-3.061;76.821;1.205;2.449
;-173.39;169.35;3.269;85.291;-1.518;0.273
;-173.4;169.35;2.271;79.233;1.322;-0.741
;-173.4;169.35;8.893;51.4;-1.548;5.545
;-173.41;169.35;7.544;10.88;-4.445;2.383
;-173.42;169.36;30.264;-22.566;1.235;1.339
;-173.42;169.36;43.623;-39.068;-0.747;-0.742
;-173.42;169.36;39.49;-62.747;-2.333;0.156
;-173.43;169.36;39.95;-79.965;-0.001;-1.066
;-173.43;169.36;24.003;-75.266;-2.891;-4.061
;-173.44;169.37;12.046;-62.652;0.707;-4.813
;-173.44;169.37;-7.07;-44.77;2.81;-8.228
;-173.45;169.37;-18.647;-36.317;1.191;-2.746
;-173.45;169.37;-22.83;-26.799;2.634;3.012
;-173.45;169.37;-30.893;-28.454;1.305;2.097
;-173.46;169.37;-26.122;-27.73;-0.252;1.928
;-173.46;169.38;-28.063;1.174;-2.058;0.539
;-173.46;169.38;-26.058;13.846;0.262;-2.292
;-173.47;169.38;-22.568;18.833;0.445;-4.256
;-173.47;169.39;-22.739;24.141;-2.151;-3.558
;-173.48;169.39;-23.5;24.441;-3.286;-2.942
;-173.48;169.39;-25.672;31.111;-1.554;-1.944
;-173.49;169.39;-15.213;27.029;2.334;-1.544
;-173.49;169.39;4.861;22.774;-1.182;-3.664
;-173.5;169.4;14.819;23.314;-1.056;-6.118
;-173.5;169.4;4.085;17.878;-1.062;-5.639
;-173.51;169.4;2.033;16.245;-1.179;-1.249
;-173.52;169.4;5.904;13.522;1.968;1.45
;-173.52;169.4;4.784;8.87;-1.222;3.769
;-173.53;169.4;7.443;9.751;-1.206;2.382
;-173.54;169.4;4.413;7.433;1.797;2.662
;-173.55;169.4;5.867;6.477;1.794;6.588
;-173.56;169.4;9.986;5.965;-1.378;4.544
;-173.57;169.4;7.508;3.506;-1.346;1.904
;-173.58;169.4;6.031;1.623;1.603;0.139
;-173.59;169.4;9.372;-5.541;1.625;3.759
;-173.6;169.4;11.013;-11.553;1.575;7.967
;-173.61;169.39;8.396;-17.759;1.424;5.932
;-173.62;169.39;9.584;-21.152;1.65;3.541
;-173.63;169.39;7.626;-17.843;1.121;2.145
;-173.64;169.39;4.89;-14.872;1.811;2.385
;-173.65;169.39;6.994;-8.866;0.759;1.52
;-173.66;169.38;6.25;-8.195;-1.082;-1.575
;-173.67;169.38;6.388;-9.211;0.409;-2.152
;-173.68;169.38;4.554;-4.372;-0.943;0.898
;-173.69;169.37;2.584;-6.423;0.127;0.38
;-173.7;169.37;-0.078;-3.637;2.185;0.496
;-173.72;169.36;-4.549;2.768;-0.062;3.024
;-173.73;169.36;-4.5;6.069;-0.94;0.184
;-173.74;169.36;-5.832;6.208;-0.157;-3.379
;-173.75;169.35;-5.674;3.048;-1.088;-3.216
;-173.77;169.35;-7.357;6.988;-3.236;-0.336
;-173.78;169.34;-6.814;8.87;-1.336;2.564
;-173.79;169.34;-5.91;11.067;-0.063;-0.195
;-173.81;169.34;-8.081;8.38;-1.689;-7.07
;-173.82;169.34;-4.448;8.861;-2.95;-9.217
;-173.84;169.33;-6.477;11.135;-2.129;-7.415
;-173.85;169.33;-6.035;3.089;3.458;-2.93
;-173.87;169.33;-5.024;5.059;0.472;-1.439
;-173.88;169.33;-7.685;2.803;-2.44;-3.006
;-173.9;169.32;-3.568;-0.606;3.11;-1.386
;-173.91;169.32;-3.368;-1.155;-2.247;-0.27
;-173.93;169.32;-5.029;-6.084;-3.384;1.949
;-173.94;169.32;-5.454;-2.366;4;2.26
;-173.96;169.32;-6.256;-2.476;2.557;2.276
;-173.97;169.32;7.663;-12.829;0.9;1.67
;-173.99;169.32;23.483;-14.697;2.494;2.47
;-174;169.32;23.87;-7.699;0.745;4.302
;-174.02;169.32;25.56;-9.053;-3.544;2.362
;-174.03;169.32;18.86;-8.447;0.433;4.121
;-174.04;169.32;12.072;-0.903;2.927;1.894
;-174.06;169.32;8.332;-2.854;-3.11;-1.964
;-174.07;169.32;-7.894;-5.453;-2.732;-1.924
;-174.08;169.32;-19.848;8.879;-0.585;-1.785
;-174.1;169.32;-31.198;14.487;0.91;-2.752
;-174.11;169.32;-31.907;8.075;2.001;-4.767
;-174.12;169.33;-29.825;9.914;1.376;-3.471
;-174.13;169.33;-34.307;3.845;-4.405;-4.918
;-174.14;169.33;-31.005;-0.605;-4.573;-7.026
;-174.15;169.33;-30.496;-0.696;4.933;-2.312
;-174.17;169.34;-31.247;-4.802;1.465;2
;-174.18;169.34;-17.656;-5.382;2.305;3.085
;-174.19;169.34;3.496;-2.802;4.184;5.064
;-174.2;169.34;16.503;-3.87;-3.2;5.247
;-174.21;169.35;36.196;-7.007;0.679;5.084
;-174.22;169.35;47.584;0.885;3.614;4.363
;-174.23;169.35;48.049;1.047;0.344;4.941
;-174.24;169.36;45.157;2.743;-2.01;6.769
;-174.26;169.36;29.393;9.126;-2.894;4.481
;-174.27;169.37;34.127;-4.485;-1.662;3.334
;-174.28;169.37;41.434;-7.314;0.195;3.649
;-174.29;169.37;36.127;-5.414;1.599;3.273
;-174.3;169.38;40.917;-11.338;0.327;2.521
;-174.31;169.38;35.664;-3.078;-1.413;0.287
;-174.32;169.39;24.718;3.174;0.512;-4.879
;-174.33;169.39;20.189;-0.523;1.652;-5.849
;-174.34;169.39;2.103;-0.718;0.706;-6.02
;-174.35;169.4;-22.911;5.304;1.575;-9.202
;-174.36;169.4;-42.239;7.789;-2.182;-6.882
;-174.37;169.4;-53.953;5.083;-1.661;-3.745
;-174.38;169.4;-52.845;4.125;1.087;-1.252
;-174.39;169.41;-51.663;7.94;-1.917;-1.783
;-174.4;169.41;-51.224;12.934;1.266;-1.514
;-174.4;169.41;-46.983;7.632;0.836;-0.104
;-174.41;169.42;-46.64;0.34;1.367;-1.681
;-174.41;169.42;-36.878;4.114;3.598;-1.599
;-174.42;169.42;-23.8;12.418;-1.778;-1.924
;-174.42;169.43;-15.115;12.75;-2.787;0.049
;-174.42;169.43;4.832;9.062;-2.06;3.803
;-174.42;169.43;12.354;5.826;0.143;4.919
;-174.42;169.43;8.281;2.49;0.567;3.172
;-174.42;169.44;8.87;7.907;0.004;3.786
;-174.42;169.44;11.005;1.881;0.062;2.386
;-174.41;169.44;17.738;-5.69;-3.315;-3.392
;-174.41;169.45;9.911;7.19;-0.39;-1.56
;-174.4;169.45;2.096;8.09;2.429;1.812
;-174.39;169.46;11.336;-3.212;2.337;0.613
;-174.39;169.46;17.231;-12.233;1.865;0.933
;-174.38;169.46;18.681;-14.079;-1.013;2.766
;-174.37;169.47;26.019;-17.302;1.224;0.151
;-174.36;169.47;26.153;-28.609;1.802;-1.258
;-174.36;169.48;19.043;-25.476;-2.463;2.568
;-174.35;169.48;18.635;-22.192;-1.604;0.861
;-174.34;169.49;14.691;-24.439;-2.937;-1.05
;-174.33;169.49;11.613;-19.309;-5.134;-0.066
;-174.32;169.49;6.883;-14.261;-3.197;-1.507
;-174.31;169.5;1.928;-10.503;-5.723;-0.897
;-174.31;169.5;5.045;-7.336;-3.228;-1.929
;-174.3;169.5;-1.392;1.399;2.839;-4.646
;-174.29;169.51;-5.981;8.604;-0.004;-2.363
;-174.28;169.51;-4.738;10.462;-0.872;-2.035
;-174.27;169.52;-13.69;21.268;3.298;-2.831
;-174.26;169.52;-14.48;26.09;1.747;0.793
;-174.25;169.52;-8.725;18.431;0.417;-0.242
;-174.24;169.53;-9.229;17.626;1.583;-2.354
;-174.23;169.53;-9.537;18.701;0.51;2.379
